CVEGEO,MUNICIPIO,TITULO,FECHA,ENLACEPUB,ENLACEFOT,URL
,Xalapa,"Con el objetivo de consolidarnos como una institución certificada bajo estándares internacionales, este día iniciamos la auditoría virtual “on site” por parte de CALEA para la obtención de la Acreditación Triple Arco en el Programa Aplicación de la Ley.

A 21 años de su creación, es la primera vez que esta Secretaría se somete a una revisión total de sus procesos y procedimientos policiales, para lograr una acreditación de carácter internacional.

Con ello damos atendemos la encomienda del Gobernador Cuitláhuac García Jiménez, de impulsar una transformación profunda de la estrategia, la organización y la actuación de la policía veracruzana.

Actualmente, la Secretaría cuenta con dos de las…",07/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FHugo.G.Maldonado%2Fphotos%2Fa.308595189741767%2F1036668563601089%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2000107780190644
,Xalapa,"En el marco del Día Internacional de la Mujer, desde la Secretaría de Seguridad Pública expresamos nuestro reconocimiento a las veracruzanas que promueven la creación de espacios de reflexión y acción para vivir en una sociedad igualitaria.

Asimismo refrendamos nuestro compromiso de erradicar actos y/o prácticas que afecten su dignidad o vulneren su integridad.

Nos sumamos a los esfuerzos por garantizar el bienestar de las mujeres y niñas en la entidad, reconociendo su valiosa aportación y papel en la historia, para construir un estado más fuerte, seguro y de paz.",08/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/video.php?height=3180href=https%3A%2F%2Fwww.facebook.com%2FHugo.G.Maldonado%2Fvideos%2F1952104314971802%2F&show_text=false&width=560&t=0"" width=""560"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share"" allowFullScreen=""true""></iframe>",https://facebook.com/SPVeracruz/posts/2000669880134434
,Xalapa,"Como parte del fortalecimiento para la reinserción social en Veracruz y dando continuidad a la conmemoración del #8M #DíaInternacionalDeLaMujer, se realizaron diferentes actividades en los centros penitenciarios y el Módulo Preventivo de 72 horas.

A través de conferencias, platicas motivacionales, actividades recreativas y deportivas alusivas a esta fecha, se les explico a las mujeres privadas de la libertad, sobre los valores y sus derechos.

Con estas acciones la Secretaría de Seguridad Pública a través de Dirección General de Prevención y Reinserción Social, refrendan su compromiso en beneficio de las mujeres privadas de la libertad.",09/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FSPVeracruz%2Fphotos%2Fa.227575647443875%2F2001688003365955%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2001688216699267
,Tlapacoyan,"Como parte del programa Redes Vecinales y Comerciales, realizamos la capacitación al personal del Ayuntamiento de Tlapacoyan y agentes municipales.

Explicamos que las Redes Vecinales son conformadas por ciudadanos quiénes en coordinación con elementos de la SSP, brindan protección a su entorno prevaleciendo la paz social, mediante recorridos continuos y enlaces al número de emergencias 9-1-1 y 089 para denuncias anónimas.

Además, brindamos medidas preventivas para evitar el robo a casa-habitación y a transeúnte, así como posteriormente la instalación de alarmas vecinales y creación de chats para coordinación y acción permanente una vez conformada la red vecinal y/o comercial.

Sí deseas solicitar este programa llama al 228 141 38 00 ext. 3416.

La Secretaría de Seguridad Pública a través de la Dirección General de Vinculación Institucional, impulsa acciones en los diferentes puntos de la Entidad, a fin de fortalecer la prevención del delito, beneficiando a decenas de familias.",10/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/video.php?height=3180href=https%3A%2F%2Fwww.facebook.com%2FSPVeracruz%2Fvideos%2F284698923741568%2F&show_text=false&width=560&t=0"" width=""560"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share"" allowFullScreen=""true""></iframe>",https://facebook.com/SPVeracruz/posts/2002520443282711
,Xalapa,"A fin de identificar y aplicar los principios básicos de higiene para la adecuada manipulación de los alimentos, este día en coordinación con Secretaría de Salud de Veracruz, se llevó a cabo la charla: “Manejo y buenas prácticas de higiene de alimentos”.

Dirigida a personal del Centro de Estudios e Investigación en Seguridad, CERESO de Pacho Viejo y de la Dirección General de Medidas para Adolescentes, de la SSP.",11/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FSPVeracruz%2Fphotos%2Fa.227575647443875%2F2003242349877187%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2003242903210465
,Xalapa,"Todos los días refrendamos nuestro compromiso por las familias veracruzanas, manteniendo acciones preventivas a lo largo y ancho de la entidad. ¡Feliz domingo!",13/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/video.php?height=3180href=https%3A%2F%2Fwww.facebook.com%2FHugo.G.Maldonado%2Fvideos%2F484898903365192%2F&show_text=false&width=560&t=0"" width=""560"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share"" allowFullScreen=""true""></iframe>",https://facebook.com/SPVeracruz/posts/2004649569736465
,Veracruz,"En representación del Gobierno de Veracruz, este lunes participé en el Foro Seguridad Ciudadana: Participación Ciudadana y Prevención del Delito, organizado por el Ayuntamiento de Veracruz.

Con la participación de autoridades de los tres órdenes de Gobierno, así como líderes empresariales y de la sociedad civil, sumamos esfuerzos para construir una agenda de trabajo conjunta que se refleje en beneficio de la seguridad ciudadana.

Por instrucciones del Gobernador Cuitláhuac García Jiménez, en la Secretaría de Seguridad Pública del Estado de Veracruz trabajamos enfocados y comprometidos con la seguridad de los 212 municipios veracruzanos.

¡Juntos, sociedad y Gobierno, seguimos construyendo la paz en Veracruz!",14/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FHugo.G.Maldonado%2Fphotos%2Fa.308595189741767%2F1040799549854657%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2005315229669899
,Veracruz,"Nos llena de orgullo que los elementos de la Compañía K9 sean referente a nivel internacional en la formación de agentes caninos multipropósito y que se compartan los conocimientos con corporaciones militares, policiales y de seguridad de países como Colombia, Costa Rica, Guatemala, El Salvador, Ecuador, Panamá y Perú.

Esta mañana inauguramos la 2da Edición del Diplomado Internacional #K9Veracruz.",15/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FCuitlahuacGarciaJimenez%2Fphotos%2Fa.484333898375106%2F2420960718045738%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2006217616246327
,Xalapa,"Gracias al apoyo y gestión del señor Gobernador Cuitláhuac García Jiménez, este miércoles presentamos el Programa Acceso a la Vivienda para Policías del Estado de Veracruz, con el cual damos un paso importante para el fortalecimiento y dignificación de los policías en nuestro país.

Este programa refleja el reconocimiento de esta administración estatal a nuestros policías, quienes trabajan todos los días para construir la paz.

Agradezco al titular de la Secretaría de Finanzas y Planeación del Gobierno de Veracruz, José Luis Lima Franco, al director territorial de Banorte, Roberto Galarza Sacramento, así como a todas y todos quienes participaron en la planeación de este proyecto de crédito a la vivienda.

En Veracruz, hoy se hace realidad un sueño: los policías y sus familias podrán acceder a un crédito para vivienda y contar con un beneficio patrimonial.

¡Las buenas acciones siempre tienen su recompensa, sigamos construyendo la paz en la entidad!",16/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FHugo.G.Maldonado%2Fphotos%2Fa.308595189741767%2F1042039649730647%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2006893222845433
,Veracruz,"Acompañé al Presidente Andrés Manuel López Obrador a la Conferencia Mañanera donde resalté que Veracruz es el estado que más ha bajado los delitos de alto impacto. Pasamos de estar entre los primeros cinco lugares en la incidencia delictiva de alto impacto al lugar 22 en promedio y por cada 100 mil habitantes.

Todo esto ha sido posible gracias a la atención que se le ha brindado a los sectores más vulnerables, ya que el pueblo de Veracruz recibe de la Federación más de $60 mil millones al año, que se distribuyen de manera directa a la gente, además con la implementación de la estrategia de cero impunidad se rompió la vinculación de la delincuencia con la autoridad que prevalecía en los gobiernos que nos antecedieron.",18/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FCuitlahuacGarciaJimenez%2Fphotos%2Fa.484333898375106%2F2423394311135712%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2008566336011455
,Xalapa,"Durante la primera semana de la 2da Edición del Diplomado #K9Veracruz las y los cursantes de Colombia, Costa Rica, Guatemala, Ecuador, Panamá y Perú realizaron prácticas para el fortalecimiento psicológico de cachorros, en distintos escenarios dentro de la función policial,

Así como ejercicios básicos de mordida y convivencia con la sociedad mediante interacción física.

En representación del Secretario Hugo Gutiérrez Maldonado, el Subsecretario de Operaciones, Cap. Cuauhtémoc Zúñiga Bonilla de la SSP brindó una ponencia donde detalló las diferentes áreas que conforman la Secretaría y así como sus funciones.

Asimismo los cursantes de la Policía Nacional de los Colombianos compartieron con sus compañeras y compañeros las funciones y actividades que desempeña la institución a la que pertenecen.",19/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FSPVeracruz%2Fphotos%2Fa.227575647443875%2F2009384195929669%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2009384679262954
,Xalapa,"Con el objetivo de garantizar el orden y la seguridad de las personas que se dieron cita para recibir el equinoccio de primavera en la Zona Arqueológica ""El Tajín"", elementos de Proximidad Social y la Compañía K9 de la Fuerza Civil realizaron recorridos de vigilancia.

¡Magia, tradición y cultura unidas en un mismo lugar!🏵️✨ #CumbreTajín2022",20/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FHugo.G.Maldonado%2Fphotos%2Fa.308595189741767%2F1044540006147278%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2010096245858464
,Xalapa,"Como parte de las actividades recreativas de la 2da Edición del Diplomado Internacional K9, este domingo las y los cursantes asistieron al Encuentro Ciudadano en Cumbre Tajín 2022 y recorrieron la zona arqueológica del Tajín.

Asimismo terminaron el día conociendo y probando comida típica de la región del Totonacapan en el Restaurante Papanteco NAKÚ.

¡Veracruz nos llena de #OrgulloPolicial! 🚔👮‍♀️👮‍♂️✨",21/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FSPVeracruz%2Fphotos%2Fa.227575647443875%2F2010859372448818%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2010859632448792
,Xalapa,"Con el firme compromiso de fortalecer las políticas públicas en favor de las mujeres y niñas, este #DíaNaranja realizamos actividades de sensibilización y concientización para la prevención de la violencia contra las mujeres en los 17 CERESOS y el Módulo Preventivo de 72 horas.

A través de actividades deportivas se busca fomentar la sororidad; asimismo se impartieron pláticas de: DDHH con perspectiva de género, prevención de la violencia, fortalecimiento del desarrollo humano y mitos que justifican la violencia contra las mujeres.

Con estas acciones la SSP, a través de la Dirección General de Prevención y Reinserción Social, refrenda su compromiso hacia la erradicación de la violencia contra las niñas y las mujeres.",25/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FSPVeracruz%2Fphotos%2Fa.227575647443875%2F2013988928802529%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2013989565469132
,Xalapa,"Durante la segunda semana de adiestramiento las y los cursantes del Diplomado Internacional Táctico K9, realizan prácticas de obediencia básica y avanzada con método luring para trabajo táctico.

Así como fortalecimiento psicológico de cachorros para la función policial, en distintos escenarios.

Con la formación de agentes caninos equilibrados la Compañía K9 de la Fuerza Civil destaca en el ámbito internacional.",26/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FHugo.G.Maldonado%2Fphotos%2Fa.308595189741767%2F1048071479127464%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2014666835401405
,Veracruz,"Con el compromiso de garantizar la seguridad y bienestar de las niñas y niños de nuestro estado, mantenemos operativos de apoyo vial en los diferentes planteles educativos del sur de Veracruz.

¡A través de estas acciones seguimos trabajando por tu seguridad!👮🏻‍♂️🚔",30/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2Ftransitossp.veracruz%2Fphotos%2Fa.780255522026326%2F5306775636040936%2F%3Ftype%3D3&show_text=false&width=250"" width=""250"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share""></iframe>",https://facebook.com/SPVeracruz/posts/2017501005117988
,Xalapa,"Impulsando acciones transversales en materia de prevención, en coordinación con el Ayuntamiento de Xalapa presentamos la obra de teatro ""El Silencio de Medusa"", a alumnos y alumnas del CONALEP, a fin de generar conciencia, prevenir y erradicar la violencia contra mujeres y niñas.

Más de 100 estudiantes presenciaron dicha obra de teatro, que se caracteriza por sensibilizar en materia de violencia de género.

En la SSP priorizamos generar una cultura de paz en nuestro entorno. Si te interesan este tipo de acciones en materia de prevención, solicítalas al 228 141 38 00 ext. 3411",31/03/2022,0,"<iframe src=""https://www.facebook.com/plugins/video.php?height=3180href=https%3A%2F%2Fwww.facebook.com%2FSPVeracruz%2Fvideos%2F305197121677302%2F&show_text=false&width=560&t=0"" width=""560"" height=""180"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowfullscreen=""true"" allow=""autoplay; clipboard-write; encrypted-media; picture-in-picture; web-share"" allowFullScreen=""true""></iframe>",https://facebook.com/SPVeracruz/posts/2018443298357092
,,"Como cada mañana, convocados por el Gobernador Cuitláhuac García Jiménez sesionamos la Mesa de Coordinación para la Construcción de la Paz, en las instalaciones de la Fuerza Civil, donde revisamos y delimitamos la estrategia de seguridad, protección y bienestar en todo el estado.

Asimismo exhortamos a la ciudadanía permanecer atentos a las condiciones meteorológicas, a fin de prevenir incidentes y ante cualquier situación de riesgo reportar al 9-1-1.",01/04/2022,0,,https://facebook.com/SPVeracruz/posts/2019141574953931
,,"Esta mañana acompañé al Gob. Cuitláhuac García Jiménez en el evento de Firma del Convenio para el Manejo del Fuego y Reforestación con municipios del estado, ratificando la protección de selvas, pastizales, bosques y dando permanencia a los servicios hidrológicos y garantizando un entorno sano.",01/04/2022,0,,https://facebook.com/SPVeracruz/posts/2019256708275751
,,"Como parte de las acciones de profesionalización y certificación policial, se llevó a cabo la acreditación de instructores en búsqueda y localización de artefactos explosivos con apoyo de agentes K9, por la Asociación Internacional de Formación y Capacitación de Adiestradores de Perros (A.I.F.C.A.)

Certificación dirigida a instructores de la Fuerza Civil, cursantes del Grupo de Operaciones Especiales (GOE) y cursantes del Diplomado Internacional K9; Perros Multipropósito.

Con estas acciones el Gobierno del Estado de Veracruz destaca en el ámbito internacional en la formación y profesionalización de cuerpos de seguridad de élite.",01/04/2022,0,,https://facebook.com/SPVeracruz/posts/2019267798274642
,,"Este año en la 2da Edición del Diplomado Internacional Táctico K9 Perros Multipropósito, participa la Policía Nacional de los Colombianos, el Patrullero Amderson Rueda Villa nos comparte sus expectativas sobre este curso.

¡Sigue pendiente de este gran evento a través de nuestras redes sociales!",06/04/2022,0,,https://facebook.com/SPVeracruz/posts/2022845794583509
,,"Con el objetivo de coordinar acciones que garanticen un transporte público seguro, este día en compañía del director general de Transporte del Estado, Ángel Alarcón Palmeros, sostuve reunión de trabajo con integrantes del sector transportista de la región de las Altas Montañas.

Con quienes acordamos sumar esfuerzos en favor de la eficiencia y seguridad ciudadana en el servicio del transporte público.

¡Juntos y juntas construimos un transporte más seguro para todas y todos los veracruzanos!",06/04/2022,0,,https://facebook.com/SPVeracruz/posts/2022980394570049
,,"En el marco del Día Internacional de la Conciencia, se realizaron actividades lúdico-recreativas, en los 17 CERESOS del estado y el módulo preventivo de 72 horas.

En las cuales se destacaron la elaboración de periódicos murales, proyección de cortometrajes, intercambio de ideas, promoción del respeto por los derechos humanos y la participación democrática de las personas privadas de la libertad.

A fin de crear condiciones de estabilidad y bienestar y relaciones basadas en el respeto de los derechos humanos.

Con estas acciones la Secretaría de Seguridad Pública a través de la Dirección General de Prevención y Reinserción Social, fomenta las conductas orientadas por valores de paz y de convivencia.",06/04/2022,0,,https://facebook.com/SPVeracruz/posts/2022997414568347
,,"Este Día Internacional del Piloto Aeronáutico expreso mi reconocimiento a quienes desde las alturas sirven a nuestra nación y a la sociedad, de manera especial a la Dirección General de Aeronáutica del Gobierno del Estado de Veracruz, por su colaboración con nuestros cuerpos de seguridad, en las acciones de prevención y combate al delito.",07/04/2022,0,,https://facebook.com/SPVeracruz/posts/2023655691169186
,,"Día Internacional del Piloto Aeronáutico, de manera especial a la Dirección General de Aeronáutica del Gobierno del Estado de Veracruz, por su colaboración con nuestros cuerpos de seguridad, en las acciones de prevención y combate al delito. 🚁",07/04/2022,0,,https://facebook.com/SPVeracruz/posts/2023676064500482
,,"Este viernes, encabezados por el Gobernador Cuitláhuac García Jiménez, dimos el banderazo de inicio del operativo Semana Santa 2022.

Donde participaremos en coordinación con Protección Civil, SEDENA, SEMAR, Policía Naval y Guardia Nacional, sumando 12 mil 329 efectivos, apoyados en más mil 400 vehículos terrestres, acuáticos y aéreos.

Hemos implementado 5 Puestos de Mando Unificado (PMU) en Tuxpan, Costa Esmeralda, la conurbación Veracruz-Boca del Río, la región de Los Tuxtlas y Coatzacoalcos, con un trabajo en conjunto entre los tres órdenes de gobiernos y el sector privado.

Con estas acciones garantizamos la seguridad de la población, así como al turismo en los 212 municipios veracruzanos, en especial los de vocación turística.

¡Disfruta tus #VacacionesSeguras en Veracruz mientras nosotros velamos #PorTuSeguridad!",08/04/2022,0,,https://facebook.com/SPVeracruz/posts/2024501211084634
,,"En el marco del Operativo Semana Santa 2022, con el objetivo de fortalecer las acciones en materia de prevención y combate al delito, esta tarde supervisé el módulo de seguridad ubicado en la localidad de Tamarindo, municipio de Puente Nacional.

Con el uso de unidades de inteligencia, como el C-16, salvaguardamos el orden y la seguridad en las principales vías de comunicación en la entidad.

¡En el Gobierno del Estado de Veracruz continuamos trabajando en el combate a la incidencia delictiva en favor de la ciudadanía!",08/04/2022,0,,https://facebook.com/SPVeracruz/posts/2024669674401121
,,"Con el propósito de que las y los cursantes del 2do Diplomado Internacional Táctico K9, de los países de Colombia, Costa Rica, Guatemala, Ecuador, Panamá y Perú, conozcan las acciones en materia de seguridad penitenciaria a cargo de la Secretaría de Seguridad Pública.

La Subsecretaría de Prevención y Participación Ciudadana, impartió la conferencia “Agrupamiento k9 en los centros penitenciarios del estado de Veracruz”.

Donde la Subsria. Sarahí Peña Galaviz, destaco los temas como: Seguridad en aduanas, Revisiones para el ingreso a los Centros Penitenciarios, Detención de sustancias prohibidas en aduanas, Ley Nacional de Ejecución Penal y Revisión de seguridad al interior de los Centros Penitenciarios.

Estas medidas permiten reforzar la seguridad del personal operativo, administrativo sí como de la población penitenciaria de los 17 centros penitenciarios del Estado de Veracruz.",09/04/2022,0,,https://facebook.com/SPVeracruz/posts/2025275824340506
,,"Con el objetivo de extender los esfuerzos para proteger y prevenir accidentes durante el periodo vacacional, atendiendo las indicaciones de Secretaría de Seguridad Pública del Estado de Veracruz, en coordinación con Guardia Nacional y Policía Estatal, participamos en el Banderazo de inicio del Operativo Semana Santa 2022.

¡Tú seguridad es nuestro compromiso! #Nanchital 🚔👮‍♂️",09/04/2022,0,,https://facebook.com/SPVeracruz/posts/2025349300999825
,,"Con el objetivo de garantizar la seguridad de visitantes y turistas que arribaron, a partir de este fin de semana, a las diferentes regiones de nuestro estado, mantenemos recorridos de vigilancia aérea, en el marco del Operativo Semana Santa 2022.

Recordamos a la ciudadanía que, ante cualquier eventualidad, la reporte de inmediato al número de emergencias 9-1-1, o lo haga a través de las aplicaciones Alerta Ciudadana, Veracruz Mujer Alerta, Alerta Empresarial, Alerta Hogar y No Más Engaños (disponibles en la Play Store y Apple Store ).

¡Disfruta tus #VacacionesSeguras en Veracruz mientras nosotros velamos #PorTuSeguridad!",09/04/2022,0,,https://facebook.com/SPVeracruz/posts/2025363084331780
,,"Como parte del Operativo #SemanaSanta2022 elementos de Fuerza Civil y la Policía Estatal, en coordinación con fuerzas federales, Dirección General de Tránsito y Seguridad Vial del Estado de Veracruz y Dirección General de Transporte del Estado de Veracruz, mantienen vigilancia en las diferentes centrales de autobuses de la entidad.

En Veracruz estamos listos para recibir a visitantes y turistas durante este periodo vacacional.",11/04/2022,0,,https://facebook.com/SPVeracruz/posts/2026955027505919
,,"⭕Seguimiento a incendio en Puente Nacional:

🟠Al momento se reporta un 80 % de control y 50 % de liquidación en un incendio registrado en una bodega con residuos biológicos.

🔸Se realizó la evacuación precautoria de 80 personas de 18 viviendas aledañas, registrando afectaciones menores por radiación en 3 viviendas.

🔸Al momento no se reportan personas lesionadas.

🟠En las labores de control y liquidación participan elementos de la PC estatal, y municipales de Puente Nacional, Actopan, La Antigua, Veracruz, así como bomberos de La Antigua, Conurbados Veracruz y Boca del Río.

🟠También se encuentran elementos de SSP, Fuerza Civil y Tránsito, manteniendo un perímetro de seguridad en la zona.",11/04/2022,0,,https://facebook.com/SPVeracruz/posts/2026962804171808
,,"Como parte de su formación policial y con el objetivo de sumar esfuerzos en las acciones de seguridad durante el Operativo Semana Santa 2022, Cadetes de la XXXII Generación de Policía Estatal 👮🏻‍♀️👮🏻‍♂️ resguardan y apoyan a la ciudadanía en las ciudades de Veracruz, Coatzacoalcos, Poza Rica y Xalapa.

Nuestra misión es servir y velar #PorTuSeguridad 🛡️ ¡Disfruta tus #VacacionesSeguras en Veracruz!",11/04/2022,0,,https://facebook.com/SPVeracruz/posts/2026968494171239
,,"Con el objetivo de salvaguardar a la población, elementos de la Policía Estatal, Fuerza Civil y Tránsito del Estado, en coordinación con Protección Civil y Bomberos, brindan labores de apoyo tras incendio de bodega en el municipio de Puente Nacional.

La Secretaría de Protección Civil reportó la evacuación precautoria de 80 personas de 18 viviendas aledañas, registrando afectaciones menores por radiación en 3 viviendas.

Hasta el momento no se reportan personas lesionadas.",11/04/2022,0,,https://facebook.com/SPVeracruz/posts/2026983380836417
,,"Con el fin de supervisar los avances del Diplomado Internacional Táctico K9 Perros Multipropósito, impartido por personal de la Fuerza Civil, este día me reuní con los 25 participantes del curso, integrantes de corporaciones militares y de seguridad nacional de siete países latinoamericanos.

En compañía de los directores del CEIS y Fuerza Civil, Evaristo Cruz Cabañas y Rafael Ángel González Uscanga, respectivamente, los cursantes nos compartieron las experiencias adquiridas durante las cuatro primeras semanas del diplomado.

Las y los elementos que reciben la formación, procedentes de Colombia, Costa Rica, Guatemala, El Salvador, Ecuador, Panamá y Perú, reiteraron su agradecimiento a México y a Veracruz por la oportunidad que se les ofrece de fortalecer la formación y adiestramiento de agentes caninos en sus naciones.

Con estas acciones, la administración estatal encabezada por el Gobernador Cuitláhuac García Jiménez, se consolida en el ámbito internacional en la formación y profesionalización de cuerpos de seguridad de élite.",11/04/2022,0,,https://facebook.com/SPVeracruz/posts/2027041790830576
,,"Con el fin de visibilizar acciones para la prevención de la Violencia de Género contra las Mujeres, se inició un Ciclo de Cine Debate con perspectiva de género, en el CERESO de Amatlán de los Reyes.

Actividad que se llevará a cabo dos veces al mes, donde a través de películas y documentales, se promoverá una percepción de las desigualdades que viven las mujeres, encauzándolos a que interioricen un sistema perceptivo reactivo tanto empático como libre de violencia y de discriminación.

Con estas acciones la Secretaría de Seguridad Pública a través de la Dirección General de Prevención y Reinserción Social, continúa trabajando por una sensibilización en materia de Violencia de Género y en pro de una adecuada reinserción social en Veracruz.",11/04/2022,0,,https://facebook.com/SPVeracruz/posts/2027098837491538
,,"No te pierdas este viernes 22 de abril nuestro Webinar ""La Actuación Policial dentro del Sistema de Justicia Penal""
Impartido por el Mtro. Eric Norman Contreras Sánchez.
A las 10 hrs.
¡Totalmente gratis!
Registrate aquí: https://arsps.gob.mx/registro-webinar",12/04/2022,0,,https://facebook.com/SPVeracruz/posts/2027611370773618
,,"No te pierdas el viernes 22 de abril nuestro Webinar ""La Actuación Policial dentro del Sistema de Justicia Penal""
Impartido por el Mtro. Eric Norman Contreras Sánchez.
A las 10 hrs.
¡Totalmente gratis!
Registrate aquí: https://arsps.gob.mx/registro-webinar",12/04/2022,0,,https://facebook.com/SPVeracruz/posts/2027670447434377
,,Transmisión Especial | Informe de 100 días del Cuarto Año de Gobierno del Presidente de la República Andrés Manuel López Obrador.,12/04/2022,0,,https://facebook.com/SPVeracruz/posts/2027896327411789
