CVEGEO,MUNICIPIO,CLAVE       GEO-LOC,LOCALIDAD,FECHA,DEPENDENCIA,ACCIONES,PERSONAS_CAPACITADAS,SECTOR_DE_IMPACTO,FOTO,ALBUM
30087,Xalapa ,30087,Xalapa ,28/10/2019,Instituto Veracruzano de la Defensoría Pública,"Primera Conferencia Internacional sobre Derechos Humanos ""Las premisas jurisprudenciales de la Corte Interamericana de Derechos Humanos y su vinculación a todas las autoridades de México""",250,"Defensores Públicos, Analistas Jurídicos, litigantes  y comunidad estudiantil ",https://live.staticflickr.com/65535/49447326573_876acd39f3_w_d.jpg,
