,CVEGEO,nom_mun_x,PROG1,BEN1,FOTO1,PROG2,BEN2,FOTO2,PROG3,BEN3,FOTO3,PROG4,BEN4,FOTO4,PROG5,BEN5,FOTO5,PROG6,BEN6,FOTO6,PROG7,BEN7,FOTO7,PROG8,BEN8,FOTO8,PROG9,BEN9,FOTO9,PROG10,BEN10,FOTO10,PROG11,BEN11,FOTO11,PROG12,BEN12,FOTO12,PROG13,BEN13,FOTO13,PROG14,BEN14,FOTO14,PROG15,BEN15,FOTO15,mapa,cve_ent,cve_mun,nom_mun_y,latitud,longitud,lat_decimal,lon_decimal,altitud
118,30119,Otatitlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301190001,30,119,Otatitlán,"18°10´36.165""N","096°02´04.468""W",18.176713,-96.034574,9
119,30120,Oteapan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,Obtención de Código de Barras,1,0,0,0,0,Registro de Marca ante el IMPI,1,0,0,0,0,301200001,30,120,Oteapan,"17°59´58.212""N","094°39´59.722""W",17.999503,-94.666589,60
120,30121,Ozuluama de Mascareñas,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,Estudio de contenido nutrimental,1,0,0,0,0,0,0,0,301210001,30,121,Ozuluama de Mascareñas,"21°39´40.538""N","097°51´01.823""W",21.661261,-97.850506,164
121,30122,Pajapan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,3,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301220001,30,122,Pajapan,"18°15´42.277""N","094°41´30.425""W",18.261744,-94.691785,182
122,30123,Pánuco,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301230001,30,123,Pánuco,"22°03´13.005""N","098°10´52.699""W",22.053613,-98.181305,19
123,30124,Papantla,0,0,0,0,0,0,Capacitación en materia industrial,2,0,Capacitación en materia industrial,2,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,Vinculación industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,2,0,Marca de Certificación Hecho en Veracruz,2,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,3,0,Diseño de logotipo e imagen corporativa,1,0,301240001,30,124,Papantla,"20°26´48.237""N","097°19´21.897""W",20.446733,-97.322749,171
124,30125,Paso del Macho,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301250001,30,125,Paso del Macho,"18°58´19.758""N","096°43´28.240""W",18.972155,-96.724511,484
125,30126,Paso de Ovejas,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,0,0,0,301260001,30,126,Paso de Ovejas,"19°17´06.169""N","096°26´18.430""W",19.285047,-96.438453,46
126,30127,La Perla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301270001,30,127,La Perla,"18°55´39.429""N","097°08´02.485""W",18.927619,-97.134024,1611
127,30128,Perote,0,0,0,0,0,0,0,2,0,0,2,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,5,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,5,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,2,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,Diseño de logotipo e imagen corporativa,1,0,301280001,30,128,Perote,"19°33´38.352""N","097°14´38.659""W",19.560653,-97.244072,2409
128,30129,Platón Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301290001,30,129,Platón Sánchez,"21°16´23.512""N","098°22´26.923""W",21.273198,-98.374145,60
129,30130,Playa Vicente,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,5,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301300001,30,130,Playa Vicente,"17°49´55.678""N","095°48´43.404""W",17.832133,-95.812057,44
130,30131,Poza Rica de Hidalgo,0,0,0,Asesorías en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719257839583,Capacitación en materia industrial,19,0,Capacitación en materia industrial,19,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,3,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,2,0,Marca de Certificación Hecho en Veracruz,2,0,Obtención de Código de Barras,1,0,Estudio de contenido nutrimental,1,0,Registro de Marca ante el IMPI,13,0,Diseño de logotipo e imagen corporativa,1,0,301310001,30,131,Poza Rica de Hidalgo,"20°32´02.715""N","097°26´36.841""W",20.534088,-97.443567,51
131,30132,Las Vigas de Ramírez,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301320001,30,132,Las Vigas de Ramírez,"19°38´18.500""N","097°06´12.585""W",19.638472,-97.103496,2420
132,30133,Pueblo Viejo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301330001,30,133,Pueblo Viejo,"22°11´01.078""N","097°50´12.034""W",22.183633,-97.836676,3
133,30134,Puente Nacional,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301340001,30,134,Puente Nacional,"19°19´38.547""N","096°28´53.900""W",19.327374,-96.481639,81
134,30135,Rafael Delgado,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301350001,30,135,Rafael Delgado,"18°48´37.878""N","097°04´24.375""W",18.810522,-97.073438,1139
135,30136,Rafael Lucio,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301360001,30,136,Rafael Lucio,"19°35´35.180""N","096°59´22.410""W",19.593106,-96.989558,1820
136,30137,Los Reyes,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301370001,30,137,Los Reyes,"18°40´21.280""N","097°02´39.327""W",18.672578,-97.044258,1682
137,30138,Río Blanco,0,0,0,0,0,0,0,6,0,0,6,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,Obtención de Código de Barras,1,0,Estudio de contenido nutrimental,1,0,Registro de Marca ante el IMPI,3,0,0,0,0,301380001,30,138,Río Blanco,"18°50´19.914""N","097°08´22.290""W",18.838865,-97.139525,1240
138,30139,Saltabarranca,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301390001,30,139,Saltabarranca,"18°35´24.865""N","095°31´54.764""W",18.59024,-95.531879,2
139,30140,San Andrés Tenejapan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301400001,30,140,San Andrés Tenejapan,"18°47´19.329""N","097°05´35.611""W",18.788703,-97.093225,1167
140,30141,San Andrés Tuxtla,0,0,0,Asesorías en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719257839583,Capacitación en materia industrial,8,0,Capacitación en materia industrial,8,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,PDIT,19,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,Vinculación industrial,3,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,6,0,0,0,0,301410001,30,141,San Andrés Tuxtla,"18°26´55.206""N","095°12´45.255""W",18.448668,-95.212571,299
141,30142,San Juan Evangelista,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301420001,30,142,San Juan Evangelista,"17°53´09.788""N","095°08´24.288""W",17.886052,-95.14008,27
142,30143,Santiago Tuxtla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,19,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301430001,30,143,Santiago Tuxtla,"18°27´56.314""N","095°18´06.313""W",18.465643,-95.301754,200
143,30144,Sayula de Alemán,0,0,0,0,0,0,0,4,0,0,4,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301440001,30,144,Sayula de Alemán,"17°52´51.490""N","094°57´36.392""W",17.880969,-94.960109,85
144,30145,Soconusco,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,3,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,7,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,0,0,0,301450001,30,145,Soconusco,"17°57´46.370""N","094°52´51.783""W",17.962881,-94.881051,64
145,30146,Sochiapa,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301460001,30,146,Sochiapa,"19°11´35.863""N","096°56´26.324""W",19.193295,-96.940646,1333
146,30147,Soledad Atzompa,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301470001,30,147,Soledad Atzompa,"18°45´19.134""N","097°08´57.888""W",18.755315,-97.149413,2088
147,30148,Soledad de Doblado,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301480001,30,148,Soledad de Doblado,"19°02´41.085""N","096°25´23.841""W",19.044746,-96.423289,101
148,30149,Soteapan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,Registro Único de Productores Veracruzanos,2,0,Marca de Certificación Hecho en Veracruz,2,0,0,0,0,0,0,0,0,0,0,0,0,0,301490001,30,149,Soteapan,"18°13´46.236""N","094°52´21.923""W",18.22951,-94.872756,439
149,30150,Tamalín,0,0,0,0,0,0,Capacitación en materia industrial,2,0,Capacitación en materia industrial,2,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,4,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301500001,30,150,Tamalín,"21°20´16.579""N","097°48´47.628""W",21.337939,-97.81323,151
150,30151,Tamiahua,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301510001,30,151,Tamiahua,"21°16´47.071""N","097°26´47.489""W",21.279742,-97.446525,16
151,30152,Tampico Alto,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301520001,30,152,Tampico Alto,"22°06´47.628""N","097°48´05.869""W",22.11323,-97.80163,25
152,30153,Tancoco,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301530001,30,153,Tancoco,"21°17´11.296""N","097°47´28.337""W",21.286471,-97.791205,223
153,30154,Tantima,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301540001,30,154,Tantima,"21°19´46.693""N","097°49´59.852""W",21.329637,-97.833292,203
154,30155,Tantoyuca,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301550001,30,155,Tantoyuca,"21°21´06.531""N","098°13´47.710""W",21.351814,-98.229919,131
155,30156,Tatatila,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301560001,30,156,Tatatila,"19°41´36.445""N","097°06´43.711""W",19.693457,-97.112142,2059
156,30157,Castillo de Teayo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301570001,30,157,Castillo de Teayo,"20°44´59.039""N","097°37´57.898""W",20.749733,-97.632749,70
157,30158,Tecolutla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301580001,30,158,Tecolutla,"20°28´38.613""N","097°00´30.423""W",20.477393,-97.008451,1
158,30159,Tehuipango,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,0,0,0,301590001,30,159,Tehuipango,"18°31´03.936""N","097°03´22.058""W",18.51776,-97.056127,2350
159,30160,Álamo Temapache,0,0,0,Asesorías en materia industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719257839583,Capacitación en materia industrial,1,0,Capacitación en materia industrial,1,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,Diseño de logotipo e imagen corporativa,1,0,301600001,30,160,Álamo Temapache,"20°55´01.713""N","097°40´31.913""W",20.917143,-97.675531,19
160,30161,Tempoal,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301610001,30,161,Tempoal,"21°31´20.210""N","098°23´17.251""W",21.522281,-98.388125,65
161,30162,Tenampa,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301620001,30,162,Tenampa,"19°14´54.798""N","096°53´05.473""W",19.248555,-96.884854,1022
162,30163,Tenochtitlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301630001,30,163,Tenochtitlán,"19°48´36.479""N","096°54´58.917""W",19.810133,-96.916366,896
163,30164,Teocelo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,0,0,0,301640001,30,164,Teocelo,"19°23´10.502""N","096°58´19.837""W",19.386251,-96.972177,1181
164,30165,Tepatlaxco,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301650001,30,165,Tepatlaxco,"19°04´02.442""N","096°50´31.339""W",19.067345,-96.842039,804
165,30166,Tepetlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301660001,30,166,Tepetlán,"19°40´25.928""N","096°47´45.552""W",19.673869,-96.795987,1184
166,30167,Tepetzintla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,18,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301670001,30,167,Tepetzintla,"21°09´58.008""N","097°51´03.807""W",21.166113,-97.851058,253
167,30168,Tequila,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,2,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301680001,30,168,Tequila,"18°43´47.299""N","097°04´09.929""W",18.729805,-97.069425,1692
168,30169,José Azueta,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301690001,30,169,José Azueta,"18°04´32.286""N","095°42´28.674""W",18.075635,-95.707965,18
169,30170,Texcatepec,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301700001,30,170,Texcatepec,"20°35´05.350""N","098°21´52.432""W",20.584819,-98.364564,1867
170,30171,Texhuacán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301710001,30,171,Texhuacán,"18°37´14.297""N","097°02´19.440""W",18.620638,-97.038733,1968
171,30172,Texistepec,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,4,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301720001,30,172,Texistepec,"17°53´39.398""N","094°48´55.059""W",17.894277,-94.815294,40
172,30173,Tezonapa,0,0,0,Asesorías en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719257839583,Capacitación en materia industrial,1,0,Capacitación en materia industrial,1,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Obtención de Código de Barras,1,0,0,0,0,Registro de Marca ante el IMPI,1,0,Diseño de logotipo e imagen corporativa,1,0,301730001,30,173,Tezonapa,"18°36´24.505""N","096°41´15.121""W",18.606807,-96.687534,219
173,30174,Tierra Blanca,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301740001,30,174,Tierra Blanca,"18°26´50.816""N","096°21´37.133""W",18.447449,-96.360315,58
174,30175,Tihuatlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,2,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301750001,30,175,Tihuatlán,"20°43´00.020""N","097°32´16.602""W",20.716672,-97.537945,118
175,30176,Tlacojalpan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301760001,30,176,Tlacojalpan,"18°13´51.188""N","095°56´51.459""W",18.230886,-95.947628,9
176,30177,Tlacolulan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301770001,30,177,Tlacolulan,"19°39´53.491""N","097°00´04.935""W",19.664859,-97.001371,1746
177,30178,Tlacotalpan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,0,0,0,301780001,30,178,Tlacotalpan,"18°36´46.890""N","095°39´22.585""W",18.613025,-95.656274,-3
178,30179,Tlacotepec de Mejía,0,0,0,0,0,0,Capacitación en materia industrial,1,0,Capacitación en materia industrial,1,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301790001,30,179,Tlacotepec de Mejía,"19°11´31.683""N","096°50´11.427""W",19.192134,-96.836508,877
179,30180,Tlachichilco,0,0,0,0,0,0,Capacitación en materia industrial,2,0,Capacitación en materia industrial,2,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301800001,30,180,Tlachichilco,"20°37´17.647""N","098°11´56.575""W",20.621569,-98.199049,791
180,30181,Tlalixcoyan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301810001,30,181,Tlalixcoyan,"18°48´07.781""N","096°03´39.197""W",18.802161,-96.060888,3
181,30182,Tlalnelhuayocan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Obtención de Código de Barras,1,0,0,0,0,0,0,0,0,0,0,301820001,30,182,Tlalnelhuayocan,"19°33´53.055""N","096°58´26.029""W",19.564738,-96.973897,1616
182,30183,Tlapacoyan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301830001,30,183,Tlapacoyan,"19°57´45.548""N","097°12´45.107""W",19.962652,-97.21253,431
183,30184,Tlaquilpa,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301840001,30,184,Tlaquilpa,"18°36´44.174""N","097°07´07.971""W",18.612271,-97.118881,2380
184,30185,Tlilapan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301850001,30,185,Tlilapan,"18°48´20.684""N","097°05´56.610""W",18.805746,-97.099058,1132
185,30186,Tomatlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301860001,30,186,Tomatlán,"19°01´53.542""N","097°00´36.938""W",19.031539,-97.010261,1357
186,30187,Tonayán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301870001,30,187,Tonayán,"19°40´58.405""N","096°55´17.425""W",19.68289,-96.921507,1819
187,30188,Totutla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,0,0,0,301880001,30,188,Totutla,"19°12´40.629""N","096°57´40.661""W",19.211286,-96.961295,1448
