,CVEGEO,nom_mun_x,PROG1,BEN1,FOTO1,PROG2,BEN2,FOTO2,PROG3,BEN3,FOTO3,PROG4,BEN4,FOTO4,PROG5,BEN5,FOTO5,PROG6,BEN6,FOTO6,PROG7,BEN7,FOTO7,PROG8,BEN8,FOTO8,PROG9,BEN9,FOTO9,PROG10,BEN10,FOTO10,PROG11,BEN11,FOTO11,PROG12,BEN12,FOTO12,PROG13,BEN13,FOTO13,PROG14,BEN14,FOTO14,PROG15,BEN15,FOTO15,mapa,cve_ent,cve_mun,nom_mun_y,latitud,longitud,lat_decimal,lon_decimal,altitud
54,30055,Chalma,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300550001,30,55,Chalma,"21°12´30.208""N","098°23´51.371""W",21.208391,-98.397603,142
55,30056,Chiconamel,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300560001,30,56,Chiconamel,"21°13´50.000""N","098°27´34.247""W",21.230556,-98.459513,131
56,30057,Chiconquiaco,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300570001,30,57,Chiconquiaco,"19°44´31.546""N","096°49´07.710""W",19.742096,-96.818808,2054
57,30058,Chicontepec,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300580001,30,58,Chicontepec,"20°58´19.110""N","098°10´42.039""W",20.971975,-98.178344,557
58,30059,Chinameca,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,3,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300590001,30,59,Chinameca,"18°01´04.000""N","094°40´59.000""W",18.017778,-94.683056,40
59,30060,Chinampa de Gorostiza,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300600001,30,60,Chinampa de Gorostiza,"21°21´34.558""N","097°44´07.217""W",21.359599,-97.735338,96
60,30061,Las Choapas,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300610001,30,61,Las Choapas,"17°54´33.573""N","094°05´24.994""W",17.909326,-94.090276,6
61,30062,Chocamán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300620001,30,62,Chocamán,"19°00´39.136""N","097°01´59.655""W",19.010871,-97.033238,1359
62,30063,Chontla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300630001,30,63,Chontla,"21°17´36.365""N","097°55´29.747""W",21.293435,-97.92493,267
63,30064,Chumatlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300640001,30,64,Chumatlán,"20°12´27.117""N","097°35´40.691""W",20.207533,-97.594636,422
64,30065,Emiliano Zapata,0,0,0,0,0,0,Capacitación en materia industrial,14,0,Capacitación en materia industrial,14,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,6,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,4,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,Vinculación industrial,3,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,4,0,Marca de Certificación Hecho en Veracruz,4,0,Obtención de Código de Barras,1,0,0,0,0,0,0,0,Diseño de logotipo e imagen corporativa,1,0,300650001,30,65,Emiliano Zapata,"19°28´59.154""N","096°47´53.100""W",19.483098,-96.798083,941
65,30066,Espinal,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,2,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300660001,30,66,Espinal,"20°15´33.942""N","097°23´54.652""W",20.259428,-97.398514,119
66,30067,Filomeno Mata,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300670001,30,67,Filomeno Mata,"20°12´00.887""N","097°42´13.459""W",20.200246,-97.703739,711
67,30068,Fortín,0,0,0,0,0,0,Capacitación en materia industrial,2,0,Capacitación en materia industrial,2,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,5,0,Marca de Certificación Hecho en Veracruz,2,0,Obtención de Código de Barras,1,0,0,0,0,Registro de Marca ante el IMPI,3,0,0,0,0,300680001,30,68,Fortín,"18°54´13.187""N","096°59´57.644""W",18.903663,-96.999346,1017
68,30069,Gutiérrez Zamora,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,Estudio de contenido nutrimental,1,0,0,0,0,0,0,0,300690001,30,69,Gutiérrez Zamora,"20°27´06.956""N","097°05´15.237""W",20.451932,-97.087566,16
69,30070,Hidalgotitlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300700001,30,70,Hidalgotitlán,"17°46´15.660""N","094°38´47.459""W",17.771017,-94.646516,20
70,30071,Huatusco,Promoción,1,https://www.flickr.com/photos/193071064@N03/albums/72157719263860576,0,0,0,Capacitación en materia industrial,10,0,Capacitación en materia industrial,10,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,9,0,Marca de Certificación Hecho en Veracruz,8,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,Diseño de logotipo e imagen corporativa,1,0,300710001,30,71,Huatusco,"19°08´49.097""N","096°58´02.459""W",19.146971,-96.96735,1286
71,30072,Huayacocotla,0,0,0,0,0,0,Capacitación en materia industrial,1,0,Capacitación en materia industrial,1,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300720001,30,72,Huayacocotla,"20°32´14.198""N","098°28´44.947""W",20.537277,-98.479152,2165
72,30073,Hueyapan de Ocampo,0,0,0,0,0,0,Capacitación en materia industrial,1,0,Capacitación en materia industrial,1,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300730001,30,73,Hueyapan de Ocampo,"18°09´06.689""N","095°08´33.664""W",18.151858,-95.142684,39
73,30074,Huiloapan de Cuauhtémoc,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300740001,30,74,Huiloapan de Cuauhtémoc,"18°48´59.678""N","097°09´21.311""W",18.816577,-97.15592,1279
74,30075,Ignacio de la Llave,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300750001,30,75,Ignacio de la Llave,"18°43´27.500""N","095°59´08.287""W",18.724306,-95.985635,5
75,30076,Ilamatlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300760001,30,76,Ilamatlán,"20°46´51.532""N","098°26´35.710""W",20.780981,-98.443253,1158
76,30077,Isla,0,0,0,0,0,0,Capacitación en materia industrial,2,0,Capacitación en materia industrial,2,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,Diseño de logotipo e imagen corporativa,1,0,300770001,30,77,Isla,"18°01´39.050""N","095°31´39.461""W",18.027514,-95.527628,76
77,30078,Ixcatepec,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300780001,30,78,Ixcatepec,"21°14´15.484""N","098°00´21.427""W",21.237634,-98.005952,201
78,30079,Ixhuacán de los Reyes,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300790001,30,79,Ixhuacán de los Reyes,"19°21´21.405""N","097°06´55.007""W",19.355946,-97.11528,1781
79,30080,Ixhuatlán del Café,0,0,0,0,0,0,Capacitación en materia industrial,3,0,Capacitación en materia industrial,3,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,Vinculación industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300800001,30,80,Ixhuatlán del Café,"19°03´04.164""N","096°59´03.570""W",19.051157,-96.984325,1341
80,30081,Ixhuatlancillo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300810001,30,81,Ixhuatlancillo,"18°53´52.525""N","097°08´56.165""W",18.897924,-97.148935,1431
81,30082,Ixhuatlán del Sureste,0,0,0,0,0,0,Capacitación en materia industrial,1,0,Capacitación en materia industrial,1,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,3,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300820001,30,82,Ixhuatlán del Sureste,"18°01´21.913""N","094°23´37.419""W",18.022754,-94.393728,22
82,30083,Ixhuatlán de Madero,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300830001,30,83,Ixhuatlán de Madero,"20°41´21.772""N","098°00´45.181""W",20.689381,-98.01255,242
83,30084,Ixmatlahuacan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300840001,30,84,Ixmatlahuacan,"18°26´54.847""N","095°49´47.575""W",18.448569,-95.829882,1
84,30085,Ixtaczoquitlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300850001,30,85,Ixtaczoquitlán,"18°51´03.839""N","097°03´47.042""W",18.851066,-97.063067,1138
85,30086,Jalacingo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diseño de logotipo e imagen corporativa,1,0,300860001,30,86,Jalacingo,"19°48´21.478""N","097°18´31.254""W",19.805966,-97.308682,1865
86,30087,Xalapa,0,0,0,Asesorías en materia industrial,10,https://www.flickr.com/photos/193071064@N03/albums/72157719257839583,Capacitación en materia industrial,463,0,Capacitación en materia industrial,463,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,49,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,11,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,Vinculación industrial,24,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,50,0,Marca de Certificación Hecho en Veracruz,42,0,Obtención de Código de Barras,17,0,Estudio de contenido nutrimental,7,0,Registro de Marca ante el IMPI,66,0,Diseño de logotipo e imagen corporativa,19,0,300870001,30,87,Xalapa,"19°31´37.505""N","096°55´21.521""W",19.527085,-96.922645,1392
87,30088,Jalcomulco,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300880001,30,88,Jalcomulco,"19°19´54.068""N","096°45´42.561""W",19.331686,-96.761823,343
88,30089,Jáltipan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,18,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300890001,30,89,Jáltipan,"17°57´57.845""N","094°43´18.245""W",17.966068,-94.721735,70
89,30090,Jamapa,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300900001,30,90,Jamapa,"19°02´31.295""N","096°14´26.127""W",19.042026,-96.240591,21
90,30091,Jesús Carranza,0,0,0,0,0,0,Capacitación en materia industrial,12,0,Capacitación en materia industrial,12,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,20,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300910001,30,91,Jesús Carranza,"17°26´05.737""N","095°01´34.509""W",17.434927,-95.026253,34
91,30092,Xico,Promoción,3,https://www.flickr.com/photos/193071064@N03/albums/72157719263860576,0,0,0,Capacitación en materia industrial,5,0,Capacitación en materia industrial,5,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,5,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,0,0,0,0,0,0,Vinculación industrial,6,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,7,0,Marca de Certificación Hecho en Veracruz,5,0,Obtención de Código de Barras,3,0,0,0,0,Registro de Marca ante el IMPI,2,0,Diseño de logotipo e imagen corporativa,2,0,300920001,30,92,Xico,"19°25´16.570""N","097°00´26.038""W",19.421269,-97.007233,1311
92,30093,Jilotepec,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,Obtención de Código de Barras,1,0,0,0,0,0,0,0,0,0,0,300930001,30,93,Jilotepec,"19°36´40.694""N","096°57´01.007""W",19.611304,-96.95028,1365
93,30094,Juan Rodríguez Clara,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,3,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,PDIT,19,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300940001,30,94,Juan Rodríguez Clara,"17°59´38.413""N","095°24´04.874""W",17.994004,-95.401354,140
94,30095,Juchique de Ferrer,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300950001,30,95,Juchique de Ferrer,"19°50´28.180""N","096°41´41.029""W",19.841161,-96.69473,377
95,30096,Landero y Coss,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300960001,30,96,Landero y Coss,"19°44´06.691""N","096°51´05.716""W",19.735192,-96.851588,2001
96,30097,Lerdo de Tejada,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,0,0,0,300970001,30,97,Lerdo de Tejada,"18°37´41.519""N","095°31´23.599""W",18.6282,-95.523222,10
97,30098,Magdalena,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300980001,30,98,Magdalena,"18°45´38.122""N","097°02´43.683""W",18.760589,-97.045468,1485
98,30099,Maltrata,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300990001,30,99,Maltrata,"18°48´37.443""N","097°16´41.894""W",18.810401,-97.278304,1727
99,30100,Manlio Fabio Altamirano,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301000001,30,100,Manlio Fabio Altamirano,"19°05´39.963""N","096°19´59.629""W",19.094434,-96.33323,49
100,30101,Mariano Escobedo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301010001,30,101,Mariano Escobedo,"18°54´46.388""N","097°07´48.087""W",18.912886,-97.130024,1514
101,30102,Martínez de la Torre,Promoción,1,https://www.flickr.com/photos/193071064@N03/albums/72157719263860576,0,0,0,Capacitación en materia industrial,37,0,Capacitación en materia industrial,37,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,3,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,Diseño de logotipo e imagen corporativa,1,0,301020001,30,102,Martínez de la Torre,"20°04´24.196""N","097°03´13.824""W",20.073388,-97.05384,83
102,30103,Mecatlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301030001,30,103,Mecatlán,"20°12´38.360""N","097°40´54.264""W",20.210656,-97.68174,857
103,30104,Mecayapan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,4,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301040001,30,104,Mecayapan,"18°13´17.246""N","094°50´15.515""W",18.221457,-94.837643,350
104,30105,Medellín de Bravo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,12,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,8,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301050001,30,105,Medellín de Bravo,"19°03´33.266""N","096°09´29.419""W",19.059241,-96.158172,12
105,30106,Miahuatlán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301060001,30,106,Miahuatlán,"19°42´26.854""N","096°52´11.480""W",19.707459,-96.869856,1778
106,30107,Las Minas,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301070001,30,107,Las Minas,"19°41´27.327""N","097°08´46.021""W",19.690924,-97.146117,1350
107,30108,Minatitlán,0,0,0,Asesorías en materia industrial,9,https://www.flickr.com/photos/193071064@N03/albums/72157719257839583,Capacitación en materia industrial,2,0,Capacitación en materia industrial,2,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,PDIT,6,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301080001,30,108,Minatitlán,"17°59´27.519""N","094°32´54.399""W",17.990978,-94.548444,17
108,30109,Misantla,0,0,0,0,0,0,Capacitación en materia industrial,1,0,Capacitación en materia industrial,1,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,Vinculación industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,2,0,Diseño de logotipo e imagen corporativa,4,0,301090001,30,109,Misantla,"19°55´43.084""N","096°51´09.850""W",19.928634,-96.852736,305
109,30110,Mixtla de Altamirano,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301100001,30,110,Mixtla de Altamirano,"18°35´44.226""N","096°59´33.842""W",18.595618,-96.992734,1650
110,30111,Moloacán,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,0,0,0,PDIT,20,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301110001,30,111,Moloacán,"17°59´19.579""N","094°20´49.495""W",17.988772,-94.347082,91
111,30112,Naolinco,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,1,0,0,0,0,301120001,30,112,Naolinco,"19°39´18.963""N","096°52´25.232""W",19.655268,-96.873676,1544
112,30113,Naranjal,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301130001,30,113,Naranjal,"18°48´38.974""N","096°57´40.828""W",18.810826,-96.961341,726
113,30114,Nautla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301140001,30,114,Nautla,"20°12´33.090""N","096°46´26.930""W",20.209192,-96.774147,4
114,30115,Nogales,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,Obtención de Código de Barras,1,0,Estudio de contenido nutrimental,1,0,Registro de Marca ante el IMPI,1,0,0,0,0,301150001,30,115,Nogales,"18°49´21.134""N","097°09´45.203""W",18.822537,-97.162556,1290
115,30116,Oluta,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,3,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301160001,30,116,Oluta,"17°55´41.467""N","094°53´48.998""W",17.928185,-94.896944,85
116,30117,Omealca,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301170001,30,117,Omealca,"18°44´50.299""N","096°47´10.331""W",18.747305,-96.786203,420
117,30118,Orizaba,0,0,0,Asesorías en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719257839583,Capacitación en materia industrial,3,0,Capacitación en materia industrial,3,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,5,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,4,0,Marca de Certificación Hecho en Veracruz,4,0,Obtención de Código de Barras,1,0,0,0,0,Registro de Marca ante el IMPI,3,0,Diseño de logotipo e imagen corporativa,1,0,301180001,30,118,Orizaba,"18°51´03.459""N","097°05´56.092""W",18.850961,-97.098914,1219
